state_abbrev,state_desc,county_name,tract_fips,total_population,lack_insurence_prev,binge_drinking_prev,high_bp_prev,cancer_prev,adult_asthma_prev,heart_disease_prev,routine_physical_prev,copd_prev,smoking_prev,diabetes_prev,high_chol_prev,physical_activity_prev,adult_obesity_prev,poor_sleep_prev,stroke_prev,geolocation
VA,Virginia,Richmond City,51760020100,1669,26.4,11,49.9,4.4,17,7.9,81.2,12.4,33.1,22,29.9,44,50.4,46.7,7.4,POINT (-77.41714584 37.55471169)
VA,Virginia,Prince George,51149850502,5263,13.8,14.2,38.9,6.4,10.1,6.4,77.7,7.1,19.2,12.8,35,24.9,36.6,37.8,3.5,POINT (-77.31814359 37.16173941)
VA,Virginia,Newport News,51700032113,2756,14.3,15,37.9,7.6,9.7,6.9,78.4,6.5,14.9,11.2,29.5,24,35.2,34,3.8,POINT (-76.50583035 37.1329303)
VA,Virginia,Virginia Beach,51810045601,2795,9.4,17.4,30.3,7.2,9.1,5.4,77.9,5.5,13.3,9.7,33.2,19.3,31.4,31.8,2.5,POINT (-76.11596296 36.85142277)
VA,Virginia,Carroll,51035080200,4962,14.2,15.5,38.7,7.4,10.3,8.1,75.3,10.2,23.6,12.7,35.8,27.2,37.5,35.1,4,POINT (-80.79691194 36.75991577)
VA,Virginia,Norfolk,51710003700,2166,9.7,20.5,22.8,4,9.9,3.3,71.4,4,14.5,5.8,22.4,15,30.8,35,1.7,POINT (-76.29670837 36.86892066)
VA,Virginia,Virginia Beach,51810044402,5881,9.8,17.4,30.1,6.9,9.6,5.4,77.6,6,13.8,9.9,32.9,20,32,31.9,2.6,POINT (-76.03670971 36.86442106)
VA,Virginia,Hampton,51650010104,6536,15.2,14.4,38.3,5.1,11.1,5.4,78.2,6.5,21.2,12.6,28.5,27.1,39.4,42.3,3.4,POINT (-76.3111005 37.05093506)
VA,Virginia,Prince William,51153900801,5385,11.1,15.3,28.1,4.3,8.9,3.2,76.9,3.3,12.3,8.5,27.1,16.5,34.7,35.5,1.8,POINT (-77.27381809 38.59663721)
VA,Virginia,Loudoun,51107611202,4744,8.9,13.8,30.7,7.8,8.3,5.7,75.9,4.5,9.6,8.7,32.6,16.3,28,29.9,2.5,POINT (-77.37407894 39.05114187)
VA,Virginia,Newport News,51700030300,6217,17.2,11.8,49.6,5.8,11.9,6.9,83.3,7.5,20.8,18.5,30.8,31.5,48.3,43.7,5.2,POINT (-76.40132444 36.98418846)
VA,Virginia,Pulaski,51155210400,5152,13.5,15.3,38.5,7.4,10.4,7.9,77.1,9.5,22.8,12.8,37.4,27.8,35.3,36.9,3.9,POINT (-80.76426466 36.99775702)
VA,Virginia,Richmond City,51760071100,4961,13.4,16.3,35.5,5.5,10.8,5.3,76.4,5.7,15.9,11.3,28.9,22.2,34.9,34.5,3.1,POINT (-77.51030906 37.52602027)
VA,Virginia,Chesterfield,51041100915,4084,10.4,14.6,35.9,7.1,9.6,5.8,76.1,6,14.6,10.7,33,21.1,35.6,34.7,2.8,POINT (-77.63429768 37.50947415)
VA,Virginia,Louisa,51109950100,7040,12.3,15.5,37.9,7.2,9.7,6.9,77,7.7,19.4,12.1,36.5,23.8,36.6,34.8,3.4,POINT (-77.83642004 37.95584011)
VA,Virginia,Culpeper,51047930102,8301,10.7,16.3,34.3,6.9,9.1,5.7,74.5,6.2,16.4,10.2,34.4,20.6,36.1,32.7,2.7,POINT (-77.94773777 38.61114121)
VA,Virginia,Warren,51187020100,7981,11.4,18.6,29.2,5.2,9.4,4.5,72.9,5.5,18.5,8.1,30.7,19.5,32.4,35.6,2.2,POINT (-78.07814636 38.94352064)
VA,Virginia,Fairfax,51059450702,4399,25.5,16,26.7,3.7,8.6,4.2,68.8,4.9,15.6,9.8,27.9,25.8,27.2,35.6,2.3,POINT (-77.20341412 38.83710525)
VA,Virginia,Hampton,51650010900,2092,16.3,12.5,46.1,5.5,12,6.9,81.2,7.7,22.5,17.1,30.5,31.1,44.2,45.3,4.9,POINT (-76.3192853 37.02929838)
VA,Virginia,Culpeper,51047930502,4805,16.7,15.1,35.4,6.2,9.9,6.2,74.2,7.1,19.3,11.5,31.5,27,38.9,35.5,3.3,POINT (-77.96327729 38.41142334)
VA,Virginia,Orange,51137110102,8822,14.1,16,37.7,6.7,10,6.9,76.3,8.1,21.9,12.3,35.2,25,36.3,37,3.5,POINT (-77.96952931 38.24705381)
VA,Virginia,Virginia Beach,51810046214,5208,11,17.6,28.3,4.8,9.4,4,76.6,4.8,14.9,9.8,30,20.8,32.7,35.2,2.2,POINT (-76.13850621 36.79236984)
VA,Virginia,Fairfax,51059470600,2676,6.5,13.1,33.1,8.7,7.7,5.7,77.6,4.5,7,9.5,37.3,14,20.7,27.7,2.5,POINT (-77.19451085 38.9360344)
VA,Virginia,Arlington,51013100600,3076,8.7,18.7,25.6,6.1,8.2,4.3,75.2,3.8,9.7,7.7,30.1,14.3,26.7,28,2,POINT (-77.10860774 38.89362635)
VA,Virginia,Fairfax,51059492100,6313,6.7,15,30.9,7.6,7.9,5,76.1,4.4,7.9,8.6,36.4,13.1,21.7,28.2,2.2,POINT (-77.33077967 38.76046571)
VA,Virginia,Hanover,51085321001,3461,10.7,13.9,38.9,9.5,8.7,7.8,79.7,7,13.5,11.1,36.4,21.9,34.1,30.8,3.5,POINT (-77.3531974 37.62263609)
VA,Virginia,Rockingham,51165011900,3006,12.6,16.4,34.5,6.8,9.3,6.4,75.2,7.3,17.4,10.7,34.1,23.1,32.2,31.4,3,POINT (-78.7616526 38.39195522)
VA,Virginia,Prince William,51153900300,7656,14.3,16.2,27.2,4,9.3,3.4,75.3,3.8,14.3,8.4,25.7,18.6,36.1,36.3,1.9,POINT (-77.27276646 38.6698193)
VA,Virginia,Rockingham,51165010700,3318,11.9,16.6,34.2,7,9.1,6.3,75.2,7.1,16.9,10.4,34.2,22.4,31.5,31.1,2.9,POINT (-78.87093633 38.58788786)
VA,Virginia,Fairfax,51059460900,2387,7.5,14.5,31,8.2,7.7,5.5,75.9,4.4,7.9,8.5,35.6,13.9,20.9,28.2,2.4,POINT (-77.25845512 38.91277494)
VA,Virginia,Newport News,51700032400,3339,16,18.5,31.7,4,10.5,4.1,74.3,5.4,20.2,9.3,24.7,23.3,39.9,38.4,2.5,POINT (-76.56560075 37.19159179)
VA,Virginia,Charlottesville,51540001000,2783,7.9,17.4,28.7,6.5,8.5,4.7,74.9,4.1,9.9,8.1,28.8,14.3,28.1,29.1,2.2,POINT (-78.47855973 38.03517056)
VA,Virginia,Alexandria,51510201900,1679,6.7,20,24,5.4,7.8,3.2,70.5,2.6,7.5,5.5,27.9,10.8,22.6,29.6,1.4,POINT (-77.05116291 38.80507045)
VA,Virginia,Bath,51017920100,4731,13.3,14,42.6,8.2,10.1,9.3,78.2,10.7,21.7,14.7,38.4,28.9,39.6,35.5,4.5,POINT (-79.74108412 38.05869755)
VA,Virginia,James City,51095080402,6745,10.4,15.2,36.5,7.4,9.5,6.4,79,6.6,15.1,11.7,35.8,20.3,33.4,32,3.1,POINT (-76.78966687 37.36544207)
VA,Virginia,Fairfax,51059422302,5572,10.9,16.2,26.7,4.9,8.7,3.6,72.3,4,11.4,7.8,29.2,16.3,24.2,33.3,2,POINT (-77.14402365 38.7733303)
VA,Virginia,Fairfax,51059460502,6708,9.2,15.7,25.8,5,7.8,3.7,72.2,3.6,9.7,7.7,30.4,14.9,21.3,31.6,1.8,POINT (-77.22669135 38.90043568)
VA,Virginia,Shenandoah,51171040202,3130,12.1,15.7,37.5,7.8,9.4,7.4,77.5,8.2,19,11.5,37.9,23,37.9,33.6,3.3,POINT (-78.53244162 38.97957764)
VA,Virginia,Wythe,51197050200,6773,12.6,13.2,41.4,8.7,10.1,9,78.4,10.3,20,13.7,38.3,27.4,41.3,33.7,4.4,POINT (-81.2211934 36.97261496)
VA,Virginia,Virginia Beach,51810040802,4771,13.5,17.7,29.9,5,10,4.6,76.5,5.5,17.3,10.4,29.1,23.5,35.1,36.9,2.6,POINT (-76.15532932 36.86093158)
VA,Virginia,Arlington,51013101803,3882,9.6,22.5,17.8,3.5,8.2,2.4,70.4,2.6,10.1,4.8,22.5,12.6,26.1,28.7,1.2,POINT (-77.08865823 38.87895861)
VA,Virginia,Montgomery,51121021300,3571,8.5,16.2,32.6,7,8.6,5.5,77.5,5.6,13.9,9.2,33.5,18.4,33.2,29.1,2.4,POINT (-80.32139486 37.27135816)
VA,Virginia,Suffolk,51800075703,1551,12.9,15.1,39.9,7.3,9.8,6.6,78.6,7.3,18.1,12.9,36.8,24.2,35,34.8,3.6,POINT (-76.66677581 36.68916451)
VA,Virginia,Chesterfield,51041100508,5041,13.3,14.9,36.3,5.4,10.6,5,75.6,6.2,19.1,11.1,30.5,24.2,40.6,39.3,2.8,POINT (-77.41486407 37.30123892)
VA,Virginia,Henrico,51087200801,3167,11.5,14.4,36.7,7,10.1,5.8,78.7,6.5,15.8,12,32.3,22.6,36.4,36.5,3.3,POINT (-77.4724216 37.63101863)
VA,Virginia,Roanoke City,51770001200,3405,14,17.1,32.9,5.1,10.5,5.4,70.8,7.2,21.5,10.3,28.5,24.8,35.9,35.1,2.9,POINT (-79.94765111 37.26157008)
VA,Virginia,Fairfax,51059416000,5522,14.3,15.5,30.9,5.6,9,4.9,73.9,5.1,12.8,9.6,30.9,19.4,27.3,34.5,2.6,POINT (-77.1038972 38.72394176)
VA,Virginia,Chesterfield,51041100812,5807,11.1,14.6,36.9,6.7,9.8,5.7,76.3,6.2,16.1,11.1,33.2,21.8,37.6,36.4,2.8,POINT (-77.5701764 37.42889512)
VA,Virginia,Lynchburg,51680001400,6970,13,23.4,10.6,0.8,11.2,0.8,69.8,2,10.5,1.4,8.9,16,19.6,31,0.5,POINT (-79.16294475 37.36775246)
VA,Virginia,Harrisonburg,51660000302,5898,19.4,17.8,27.5,3.9,10.8,4.9,71.6,6.7,19.7,8.9,24.9,26,34.5,36.3,2.6,POINT (-78.89373912 38.42721194)
VA,Virginia,Salem,51775010501,3357,10,14.7,36.4,8.9,8.9,7,77.7,6.7,13.6,10.5,36.6,20,28.8,30.9,3.2,POINT (-80.04671807 37.26537562)
VA,Virginia,Fairfax,51059421200,1926,8.3,15.4,31.3,7.9,8.2,5.3,75.8,4.6,8.9,8.8,35.1,14.3,22.8,29.4,2.4,POINT (-77.13226503 38.74941655)
VA,Virginia,Warren,51187020601,5562,12.1,16.8,31.7,6.3,9.6,5.5,74.8,6.3,17.2,9.2,32.3,21.1,30.7,34.5,2.6,POINT (-78.15654188 38.93707256)
VA,Virginia,Franklin,51067020102,2508,10.1,13,43.5,9.4,9.3,8.7,80.4,8.7,15.8,13.2,40.9,22.7,34,28.5,3.9,POINT (-79.68577774 37.01695073)
VA,Virginia,Suffolk,51800075301,2160,8.3,15.1,36.4,8,8.6,6,79,5.7,12.4,10.5,38.1,17.8,30.2,30.1,2.7,POINT (-76.50129037 36.90289543)
VA,Virginia,Lee,51105950300,5532,20.6,17.1,38.6,5.7,10.3,7.5,74.6,10,28.1,13.1,32.7,31.7,41.1,41.1,4,POINT (-83.0323244 36.72834046)
VA,Virginia,Fairfax,51059420202,1941,9.3,20.1,18.6,3.1,8.6,1.8,69.1,2.1,8.7,4.5,21.4,11.7,22.6,32.6,1.1,POINT (-77.14080639 38.7935206)
VA,Virginia,Richmond City,51760020600,1544,12.2,20.1,28.9,4.2,10.2,3.8,72,4.3,14.4,8.9,25.5,17.9,30.8,32,2.4,POINT (-77.41570231 37.53341063)
VA,Virginia,Fairfax,51059452502,5130,21.5,15.5,28.7,3.4,9.2,3.7,71.2,4.4,15.9,10,26.7,24.6,30,38.6,2.3,POINT (-77.15121921 38.81449279)
VA,Virginia,Loudoun,51107611017,3148,8.8,13,31.1,7.5,8.3,5.1,76.4,4.5,9.5,9.4,34,16.2,27.8,30.5,2.4,POINT (-77.46309561 39.03851547)
VA,Virginia,Winchester,51840000100,6657,21.5,15.6,36.1,5.4,10.7,6.5,75.2,8.4,22.7,12.8,31.8,30.3,38.4,38.4,3.8,POINT (-78.15298947 39.18605083)
VA,Virginia,Fairfax,51059430400,6799,10.9,15.6,27.9,6.3,7.6,4.6,73.2,4.1,9.6,8.3,32.3,15.9,21.5,30.5,2.1,POINT (-77.23214606 38.80289267)
VA,Virginia,Fairfax,51059492400,4603,11.5,17.7,24.4,4.2,8.6,3.1,71,3.5,11.5,7.2,27.7,15.7,24.2,33.6,1.7,POINT (-77.23120877 38.72771052)
VA,Virginia,Chesapeake,51550020600,4053,12.6,15.5,34.7,6.8,9.4,6.1,77.2,6.5,17.5,11.6,33.7,24.2,36.6,35.1,3,POINT (-76.27418739 36.79229963)
VA,Virginia,Harrisonburg,51660000301,3124,10.2,16.9,29.6,6.4,8.7,4.9,74.9,4.8,11.6,8.2,30.4,16.8,30.1,31.4,2.2,POINT (-78.89693347 38.44425797)
VA,Virginia,Grayson,51077060201,3004,16.2,13.8,44.1,8,10.8,10.1,77,12.9,26.4,15.7,38.8,32.3,43,38.9,5.1,POINT (-81.10612951 36.66431951)
VA,Virginia,Westmoreland,51193010200,3498,14.4,13.6,41.9,7.9,10,7.8,79.2,8.1,18.6,14.3,36.1,25.7,40,37.7,4.1,POINT (-76.80507403 38.11359947)
VA,Virginia,Prince William,51153901208,3418,12.6,11.9,38.9,9.6,8.8,8.1,81.1,6.8,11.8,12.2,35.8,21.1,32.4,31.1,3.7,POINT (-77.27584129 38.68532666)
VA,Virginia,Fairfax,51059482602,6971,7.6,15.2,25.2,5.3,7.2,3.4,73,3,7.8,7.2,30.9,13.3,19.6,30.5,1.6,POINT (-77.38609542 38.8851052)
VA,Virginia,Loudoun,51107610504,6850,12.1,17.7,24.7,4.7,9,3.5,71.3,3.9,12.9,7,27.8,16.2,31.1,32.9,1.7,POINT (-77.55021765 39.12205371)
VA,Virginia,Wise,51195930900,4504,14.5,15.7,35.6,6.9,10.3,7.4,77.9,9.7,23.3,11.9,35.9,26.7,35.8,37.1,3.7,POINT (-82.57799472 37.00558706)
VA,Virginia,Roanoke City,51770000601,4905,13.5,17.5,32.3,5.7,9.9,5.2,70.7,6.7,20.5,9.5,29.6,23.3,34.2,34.4,2.7,POINT (-79.91376293 37.30536315)
VA,Virginia,Arlington,51013102701,3383,19.9,17.3,26.1,3.4,8.9,3.6,73.8,3.9,15.5,9.7,26.3,23.2,34.9,35.6,2.1,POINT (-77.10211706 38.85586739)
VA,Virginia,Arlington,51013101200,3537,11,16.5,28.9,7.1,8.1,5.5,76.7,4.8,10.8,9.2,33,17.2,28.1,28.4,2.5,POINT (-77.13828171 38.87296463)
VA,Virginia,Frederick,51069050900,4357,14.1,15.3,36.9,7.8,9.3,7,76.5,7.5,17.1,10.9,34.8,25.4,32.5,32,3.3,POINT (-78.16447647 39.13446575)
VA,Virginia,Smyth,51173030701,4768,13.6,15.3,38.7,8,9.8,7.8,77.3,9.1,20.5,12.3,35.6,25.8,40.3,35.2,3.8,POINT (-81.64965623 36.8033789)
VA,Virginia,Chesterfield,51041100936,3873,6.2,14.2,34.5,8,8.5,5.3,77.2,4.7,9.8,9.4,36.2,15,31.8,29.9,2.2,POINT (-77.64224136 37.52070715)
VA,Virginia,Petersburg,51730810100,2934,21.3,11.4,45.2,4.7,13.9,6.9,82.1,9.2,27.9,18.8,29.9,37.9,50.3,47.1,5.5,POINT (-77.37823047 37.23087393)
VA,Virginia,Rockingham,51165011400,5592,13.9,15.5,34.4,7.3,8.9,6.6,75.9,6.8,14.9,10.8,34.2,22.8,30.8,29.9,3,POINT (-78.93005973 38.44090673)
VA,Virginia,Chesterfield,51041100924,4354,7,15.5,31.4,6.4,8.8,4.4,75.3,4.4,11,8.5,33.1,15.4,32.8,31.7,1.9,POINT (-77.69042442 37.52011237)
VA,Virginia,Virginia Beach,51810045405,4651,12.4,18.7,26.2,4.1,9.6,3.5,75.9,4.1,14.8,8.8,26.4,21,33,36.5,2,POINT (-76.09415133 36.80270132)
VA,Virginia,Middlesex,51119951100,2880,12.4,13.6,42.3,8.3,10,8.4,79.1,9.1,19,14.1,38.4,25.4,34.5,34.2,4.2,POINT (-76.45923779 37.5733457)
VA,Virginia,Chesterfield,51041100922,5164,12.7,14.8,35.7,6,9.9,5.3,75.4,6,16.6,11.1,31.7,22.7,38.3,37.2,2.7,POINT (-77.58524119 37.49655074)
VA,Virginia,Essex,51057950800,3125,14.5,14.3,41.2,7.2,10.5,7.8,79.1,9.1,21.6,14.4,36.5,28.4,38.9,37.7,4.2,POINT (-76.82369119 37.82133856)
VA,Virginia,Fauquier,51061930304,2221,7.5,15.2,34.9,8.2,8.4,5.9,78.4,5.3,11,9.6,36.7,16,27.9,30,2.5,POINT (-77.729453 38.79034688)
VA,Virginia,Falls Church,51610500300,3997,6.8,17.1,26.6,5.9,7.7,3.8,75.5,3.1,8.2,6.9,28.8,13.1,26,29.8,1.6,POINT (-77.16187279 38.87892694)
VA,Virginia,Middlesex,51119951200,2573,11.3,12.6,44.3,10.1,9.1,9.7,80.1,9.7,16.9,14.2,42.3,24.5,31.6,31.1,4.3,POINT (-76.36997129 37.55412762)
VA,Virginia,Suffolk,51800065300,3361,18.9,13.2,44.2,5.4,12.5,7.1,79.5,9.8,26.6,16.5,33.6,34,44.1,41.6,5,POINT (-76.59488075 36.72887128)
VA,Virginia,Alexandria,51510200105,3777,13.5,16.7,32.4,4,9.5,3.6,73.5,3.8,15.4,9,27.2,19.9,32.1,40.9,2.2,POINT (-77.11341313 38.83271463)
VA,Virginia,Isle of Wight,51093280105,4036,14.7,13.6,43.3,6.6,11.4,7,80.1,8.5,20.8,15.3,34.7,27.8,41.1,39.8,4.3,POINT (-76.62552993 36.95511962)
VA,Virginia,Pittsylvania,51143011001,4539,14.1,14.9,38.6,7,10,7,77.7,8.3,21.8,12.7,35.4,26.8,36.8,35.7,3.7,POINT (-79.5977356 36.6580268)
VA,Virginia,Franklin,51067020600,3774,14.4,17.1,31.8,5.3,10.5,5.8,75.2,7.3,19.5,9.1,29.6,24.2,33.6,31.8,2.8,POINT (-80.09671184 36.89288094)
VA,Virginia,Fairfax,51059440300,2665,7.1,14.4,30.5,7.8,7.6,5.1,76,4.1,7.4,8.5,35.5,13.3,20.8,28.1,2.2,POINT (-77.22894011 38.84370323)
VA,Virginia,Arlington,51013103503,4109,8.5,22.1,17.1,3.1,8.1,2.1,70.9,2.1,8.7,4.5,21.1,11.5,25.7,29.2,1,POINT (-77.05341025 38.86081883)
VA,Virginia,Loudoun,51107610101,3843,8.4,16.6,28.5,6.6,8.8,4.7,74,4.6,11.6,7.9,32.7,14.7,30.1,30.6,2,POINT (-77.69810445 39.26971227)
VA,Virginia,Chesapeake,51550021602,6590,13.4,14.4,34.8,5,10.6,4.7,78.6,5.5,17.8,12.3,29.8,25.5,40.5,39.1,2.9,POINT (-76.41921519 36.8564478)
VA,Virginia,Fairfax,51059440702,5151,7.6,14.1,30.5,7.7,7.5,5.2,75.9,4.1,7.6,8.7,35.4,14,20.4,28.6,2.2,POINT (-77.24549927 38.8221305)
VA,Virginia,Spotsylvania,51177020201,5843,13.6,17.1,31.2,5,9.6,4.3,73.7,5.3,17.3,8.7,29,21.2,36,35.1,2.3,POINT (-77.42307777 38.24921478)
VA,Virginia,Chesapeake,51550021403,4890,17,15.1,35.9,6,10.4,6.5,76.7,7.6,20.9,13,32.3,28.8,40,37.5,3.5,POINT (-76.31775243 36.78401877)
VA,Virginia,Prince William,51153900409,4634,21.9,14.6,31.7,4.3,10.1,4.7,75.6,5.6,18.4,11.4,28.3,25.7,38.9,38,2.8,POINT (-77.32357954 38.62815634)
VA,Virginia,Virginia Beach,51810043600,1724,5.8,16.6,30.8,8.3,8.4,5.5,79.3,4.8,8.8,9.3,36.2,14.7,28.8,27.6,2.3,POINT (-75.98990011 36.88272267)
VA,Virginia,Albemarle,51003011400,4351,12.9,14.4,36.6,7,10.3,7.1,77.3,8.1,19.1,13,34.2,24.3,32.7,33.6,3.7,POINT (-78.61872479 37.8277266)
VA,Virginia,Bedford,51019030604,2688,14.9,16.4,37.8,7,10.4,7.9,74.6,10.3,25.7,12.5,36.4,26.2,36.3,36.1,3.9,POINT (-79.71503197 37.30294982)
VA,Virginia,Loudoun,51107611207,3979,8,16.3,23.2,4.5,8.2,3,71.9,2.9,9.5,6.5,27.6,13.2,27.5,31.5,1.4,POINT (-77.39478206 39.03606262)
VA,Virginia,Tazewell,51185020200,5354,13.8,14.8,36.7,7.2,10.3,7.4,77.3,8.8,20.3,11.9,33.9,27.2,38,35.9,3.7,POINT (-81.31824944 37.25100793)
VA,Virginia,Prince William,51153901408,7291,21.2,16.7,24.8,3,9.7,3,72.8,4,17.3,7.9,22.8,22.7,37.7,37.2,1.8,POINT (-77.54256248 38.78988815)
VA,Virginia,Fairfax,51059432202,4535,9.3,15.6,28.6,6.4,8.1,4.6,73.9,4.3,9.4,8.4,32.4,15.4,22.5,30.6,2.2,POINT (-77.28541613 38.79263621)
VA,Virginia,Newport News,51700031602,4452,14.7,17.2,36.2,6.3,9.9,6.2,75.6,7.2,19.9,10.7,30.7,23.5,37.7,35.4,3.1,POINT (-76.46681541 37.07008416)
VA,Virginia,Spotsylvania,51177020405,3443,11.9,15.2,38.6,7.3,9.4,6.7,76.5,7.5,18.1,11.6,36.4,23,36.1,33.8,3.2,POINT (-77.84959242 38.1473096)
VA,Virginia,Alexandria,51510200701,653,7.8,22.4,18.2,3,8.3,1.8,67,2,8.7,3.8,21.2,10.8,23.2,31.8,0.9,POINT (-77.08260826 38.80421847)
VA,Virginia,Prince William,51153901229,3888,15.3,16.4,27.1,3.6,9.4,3.1,75.1,3.6,15.1,8.6,25.6,19.3,36.4,37.1,1.8,POINT (-77.38157193 38.65151257)
VA,Virginia,Virginia Beach,51810045425,2976,9.6,19.5,26.5,5.4,9.4,4.1,75.6,4.9,14.6,8.6,30.3,18.6,32.1,33,2,POINT (-76.00651936 36.76819553)
VA,Virginia,Fairfax,51059480201,4592,5.7,13.9,30.2,7.8,7.4,4.8,76.7,3.6,6.2,8.3,36.1,12.1,19.8,27.4,2,POINT (-77.21510055 38.94706617)
VA,Virginia,Stafford,51179010212,4680,10.4,19.1,26.1,4.1,8.9,3.1,71.7,3.4,13.3,7.4,27.9,17.4,35.7,36.2,1.6,POINT (-77.42756115 38.4666031)
VA,Virginia,Culpeper,51047930400,4787,15.7,15.6,37.2,6.3,10.2,6.7,73.9,8.3,22.3,12.3,34.1,27.2,39.7,35.8,3.5,POINT (-77.82699175 38.44991383)
VA,Virginia,Rappahannock,51157950100,2692,11.7,14.7,37.2,8.2,9.4,7.5,77.7,7.9,17.3,11.8,37.8,23.5,31.6,31.9,3.4,POINT (-78.18712429 38.74807096)
VA,Virginia,Virginia Beach,51810046002,5126,10.1,16.8,31.3,7,9.3,5.5,78.1,5.9,13.8,10.6,33.9,20.3,31.6,32.3,2.7,POINT (-76.1795735 36.82047244)
VA,Virginia,Norfolk,51710003300,2651,18.3,12.2,45.6,5.2,13.3,6.8,81.5,8.3,25,17.4,29.4,31.8,47.2,47.7,5.3,POINT (-76.2535438 36.86666348)
VA,Virginia,Albemarle,51003010401,4331,9.6,14.6,33.8,7.8,9.2,6.3,77.8,6.2,13.7,10.8,34.5,19,28.3,30,3,POINT (-78.32928548 38.08518643)
VA,Virginia,Arlington,51013103601,2458,7.5,20.8,20.6,4.8,7.8,3.1,73,2.7,8.1,5.7,26.8,11.2,25.6,27.2,1.3,POINT (-77.05941326 38.8536664)
VA,Virginia,Botetourt,51023040402,4898,10.6,16.2,34.8,7.2,9.3,6,77.5,6.5,16.3,10.1,34.2,19.9,34.8,34.4,2.8,POINT (-79.89773152 37.36907497)
VA,Virginia,Bristol,51520020200,5331,13.4,14.7,38.3,7.3,10.9,7.9,77.1,9.7,20.8,12.9,34.5,26.7,36.1,35.2,4.1,POINT (-82.17798365 36.61349745)
VA,Virginia,Alleghany,51005080301,1905,12.3,15.6,38.5,7.7,9.5,7.8,76.2,8.9,21.6,11.9,36,25.7,36.5,36,3.6,POINT (-80.06221701 37.87026188)
VA,Virginia,Norfolk,51710006400,3277,16,12.5,44.9,6.1,12.1,6.8,81.5,7.4,21.2,16.3,30.9,28.4,43.7,44.9,4.8,POINT (-76.2350247 36.84692188)
VA,Virginia,Newport News,51700031400,6276,15.5,15.2,41.3,6.3,10.7,6.7,78.5,7.6,20.7,13.4,30.6,26.9,42,38.8,3.9,POINT (-76.45512886 37.03832323)
VA,Virginia,Loudoun,51107610102,3740,8.6,16.2,29.2,6.7,9,4.8,74.2,4.9,12.2,8.2,32.9,15.4,30.6,31,2.2,POINT (-77.60944746 39.26353358)
VA,Virginia,Norfolk,51710001700,2246,11.6,14.8,33.7,7.4,10.1,6.1,78.6,5.4,13.5,9.5,28.5,19.5,32.1,36.3,3.1,POINT (-76.28225129 36.90521532)
VA,Virginia,Prince William,51153901507,2564,10.6,18.6,22.2,3.7,8.7,2.6,73.1,3,12.6,6,23.7,14.4,32.1,33.8,1.4,POINT (-77.62415266 38.80612341)
VA,Virginia,York,51199050900,2165,12.7,17.7,30.2,4.6,9.6,4,75.9,4.4,15.4,9.5,26.9,19.5,33.7,37.5,2.5,POINT (-76.59744566 37.25598229)
VA,Virginia,Henry,51089010800,2564,18,10.8,52.7,7.6,12.5,11.2,81.9,14,28.8,23.3,38.3,37.4,48.7,43.6,7.2,POINT (-79.92483024 36.67225582)
VA,Virginia,Stafford,51179010403,2877,10.8,18.3,30.3,5.5,8.9,4.6,72.3,5,16.3,8.8,31.9,20.1,36.2,35.8,2.2,POINT (-77.42878845 38.3526689)
VA,Virginia,Richmond City,51760020500,3851,10.3,22.6,20.7,2.7,9.6,2.3,69.1,2.6,11.2,5.2,19.4,14,27,30.3,1.3,POINT (-77.42370585 37.53282775)
